CustomerID,TransactionID,TransactionDate,AmountSpent,ProductCategory
39,9211,2022-04-09 00:00:00,315.91,Furniture
40,4772,2022-03-07 00:00:00,312.32,Electronics
40,7452,2022-01-11 00:00:00,339.69,Furniture
40,1652,2022-06-03 00:00:00,100.36,Electronics
40,9361,2022-05-09 00:00:00,281.66,Groceries
40,8720,2022-08-02 00:00:00,310.6,Groceries
40,3695,2022-05-12 00:00:00,81.78,Furniture
40,3392,2022-06-27 00:00:00,151.94,Groceries
41,7124,2022-02-06 00:00:00,329.86,Furniture
41,7822,2022-02-15 00:00:00,33.36,Clothing
42,7464,2022-04-14 00:00:00,93.75,Books
42,1017,2022-10-21 00:00:00,110.57,Books
42,2905,2022-07-21 00:00:00,326.29,Groceries
43,9864,2022-04-28 00:00:00,218.4,Groceries
43,4783,2022-08-27 00:00:00,305.2,Clothing
43,3698,2022-11-02 00:00:00,380.34,Groceries
43,5968,2022-03-31 00:00:00,256.88,Clothing
43,2809,2022-09-10 00:00:00,325.4,Electronics
43,5710,2022-02-28 00:00:00,396.79,Books
43,8909,2022-07-16 00:00:00,330.62,Clothing
44,1793,2022-11-23 00:00:00,423.71,Groceries
44,5047,2022-07-02 00:00:00,227.58,Electronics
44,5924,2022-02-06 00:00:00,36.53,Groceries
45,8726,2022-12-23 00:00:00,300.42,Groceries
46,3638,2022-08-20 00:00:00,134.67,Electronics
47,5621,2022-04-18 00:00:00,283.35,Furniture
47,4552,2022-10-16 00:00:00,154.22,Furniture
47,4996,2022-11-09 00:00:00,180.48,Groceries
47,9120,2022-11-19 00:00:00,49.88,Electronics
47,3951,2022-10-05 00:00:00,303.45,Clothing
47,6295,2022-03-30 00:00:00,158.06,Books
47,2549,2022-04-02 00:00:00,336.93,Furniture
48,2465,2022-06-11 00:00:00,316.09,Books
48,8206,2022-07-29 00:00:00,118.52,Clothing
48,6434,2022-12-09 00:00:00,170.22,Electronics
48,4303,2022-06-04 00:00:00,429.87,Furniture
48,1873,2022-09-02 00:00:00,191.81,Groceries
48,6515,2022-07-18 00:00:00,72.34,Books
48,7394,2022-05-21 00:00:00,298.44,Electronics
49,7154,2022-06-07 00:00:00,223.89,Electronics
49,3258,2022-03-01 00:00:00,62.73,Books
49,8909,2022-03-19 00:00:00,354.86,Groceries
50,6635,2022-09-04 00:00:00,413.93,Groceries
50,8752,2022-01-09 00:00:00,469.96,Groceries
50,8877,2022-08-10 00:00:00,361.72,Clothing
50,8540,2022-12-09 00:00:00,269.01,Furniture
51,9784,2022-04-28 00:00:00,23.42,Books
51,1011,2022-03-24 00:00:00,476.36,Electronics
51,8612,2022-07-20 00:00:00,50.08,Furniture
52,1349,2022-02-17 00:00:00,401.25,Groceries
53,1434,2022-07-31 00:00:00,218.92,Furniture
53,1750,2022-12-08 00:00:00,420.01,Books
53,8039,2022-12-28 00:00:00,34.48,Groceries
53,1211,2022-11-04 00:00:00,195.81,Groceries
53,7387,2022-03-13 00:00:00,64.35,Groceries
53,3611,2022-08-12 00:00:00,252.85,Books
53,8097,2022-06-03 00:00:00,68.92,Clothing
54,9573,2022-06-13 00:00:00,178.11,Groceries
54,8217,2022-07-04 00:00:00,283.1,Books
55,3027,2022-09-06 00:00:00,101.59,Clothing
55,8034,2022-06-06 00:00:00,433,Furniture
55,6153,2022-04-08 00:00:00,125.76,Groceries
55,8547,2022-01-08 00:00:00,127.82,Clothing
55,6447,2022-03-29 00:00:00,341.18,Furniture
56,6705,2022-07-10 00:00:00,138.07,Groceries
56,4825,2022-07-06 00:00:00,365.65,Books
56,3353,2022-09-06 00:00:00,462.05,Electronics
56,6919,2022-05-17 00:00:00,255.32,Clothing
56,7099,2022-12-15 00:00:00,222.37,Books
57,8283,2022-11-28 00:00:00,295.23,Electronics
57,7872,2022-06-24 00:00:00,86.35,Books
57,5420,2022-02-21 00:00:00,216.17,Groceries
58,4559,2022-03-08 00:00:00,445.85,Clothing
58,3971,2022-10-26 00:00:00,356.52,Electronics
58,2674,2022-11-18 00:00:00,326.58,Clothing
58,7333,2022-04-15 00:00:00,314.01,Books
58,9411,2022-02-19 00:00:00,467.63,Clothing
58,7507,2022-04-06 00:00:00,305.23,Groceries
59,7509,2022-07-25 00:00:00,139.62,Electronics
59,5184,2022-10-29 00:00:00,51.58,Electronics
59,3568,2022-12-01 00:00:00,101.31,Furniture
60,4623,2022-06-02 00:00:00,10.61,Electronics
60,9447,2022-12-20 00:00:00,94.75,Clothing
60,9072,2022-04-22 00:00:00,457.37,Groceries
60,5994,2022-02-02 00:00:00,218.36,Books
61,3014,2022-01-22 00:00:00,252.72,Furniture
61,3245,2022-10-11 00:00:00,308.15,Electronics
61,2632,2022-02-10 00:00:00,118.1,Electronics
62,6408,2022-11-26 00:00:00,91.91,Books
62,4484,2022-01-04 00:00:00,116.15,Groceries
62,6109,2022-08-31 00:00:00,272.02,Clothing
62,7334,2022-09-22 00:00:00,359.92,Electronics
63,3072,2022-03-05 00:00:00,387.43,Groceries
63,8369,2022-12-13 00:00:00,68.98,Electronics
63,5454,2022-11-29 00:00:00,189.74,Books
63,4788,2022-12-09 00:00:00,436.58,Clothing
63,9969,2022-07-07 00:00:00,115.73,Furniture
63,1745,2022-03-05 00:00:00,328.22,Groceries
63,8181,2022-11-24 00:00:00,324.69,Furniture
63,9301,2022-03-19 00:00:00,229.33,Furniture
63,2273,2022-04-29 00:00:00,124.41,Furniture
64,1218,2022-12-18 00:00:00,286.35,Furniture
64,5225,2022-05-02 00:00:00,184.28,Electronics
64,7430,2022-08-25 00:00:00,494.58,Clothing
65,6000,2022-11-17 00:00:00,118.54,Groceries
65,5261,2022-10-06 00:00:00,195.94,Electronics
65,7059,2022-07-13 00:00:00,165.51,Groceries
65,7293,2022-07-17 00:00:00,417.53,Electronics
65,8589,2022-10-23 00:00:00,462.37,Furniture
66,8162,2022-06-26 00:00:00,209.63,Groceries
66,2692,2022-02-05 00:00:00,202.31,Clothing
66,2241,2022-12-03 00:00:00,78.23,Clothing
66,1111,2022-03-07 00:00:00,176.53,Books
66,4357,2022-09-04 00:00:00,165.81,Groceries
66,2487,2022-09-18 00:00:00,19.43,Groceries
66,2344,2022-01-18 00:00:00,407.13,Electronics
66,6394,2022-12-21 00:00:00,150.04,Electronics
67,7775,2022-02-05 00:00:00,84.61,Clothing
67,8724,2022-08-19 00:00:00,285.49,Clothing
67,3269,2022-11-09 00:00:00,30.24,Books
67,4434,2022-06-27 00:00:00,301.42,Clothing
68,2544,2022-07-20 00:00:00,57.28,Electronics
68,5352,2022-10-27 00:00:00,363.53,Groceries
68,8632,2022-11-06 00:00:00,237.01,Books
68,1741,2022-05-12 00:00:00,228.66,Clothing
69,9288,2022-06-06 00:00:00,191.33,Books
69,8998,2022-11-14 00:00:00,293.62,Furniture
69,3957,2022-12-04 00:00:00,421.42,Books
69,2522,2022-03-17 00:00:00,132.16,Clothing
70,7355,2022-12-13 00:00:00,404.42,Furniture
70,1106,2022-08-13 00:00:00,406.93,Electronics
70,9514,2022-08-29 00:00:00,363.4,Clothing
70,6930,2022-07-07 00:00:00,401.39,Furniture
70,9049,2022-01-04 00:00:00,284.85,Clothing
70,5403,2022-12-05 00:00:00,492.36,Books
70,4917,2022-01-14 00:00:00,100.63,Furniture
71,2164,2022-01-09 00:00:00,166.05,Groceries
71,2439,2022-10-27 00:00:00,172.53,Groceries
71,5506,2022-11-03 00:00:00,136.01,Clothing
72,7937,2022-01-19 00:00:00,331.07,Electronics
72,6014,2022-01-28 00:00:00,184.84,Clothing
72,9726,2022-11-22 00:00:00,388.6,Clothing
72,8066,2022-06-09 00:00:00,20.1,Clothing
72,8691,2022-07-05 00:00:00,40.85,Electronics
72,6899,2022-02-06 00:00:00,114.94,Groceries
73,5360,2022-11-16 00:00:00,236.95,Clothing
73,6865,2022-01-10 00:00:00,424.06,Groceries
73,9635,2022-02-09 00:00:00,160.7,Groceries
73,1560,2022-10-14 00:00:00,102.27,Electronics
73,5009,2022-04-21 00:00:00,451.24,Clothing
73,4276,2022-07-11 00:00:00,298.68,Clothing
73,3538,2022-06-29 00:00:00,137.62,Clothing
73,1013,2022-04-08 00:00:00,211.69,Electronics
73,7558,2022-05-12 00:00:00,231.01,Electronics
74,8719,2022-08-27 00:00:00,270.26,Furniture
74,1730,2022-08-08 00:00:00,236.75,Clothing
74,6545,2022-06-09 00:00:00,317.21,Electronics
74,5529,2022-06-14 00:00:00,412.42,Clothing
74,2232,2022-03-26 00:00:00,443.75,Groceries
74,2723,2022-08-24 00:00:00,136.43,Clothing
74,6886,2022-08-18 00:00:00,208.07,Furniture
74,1302,2022-05-11 00:00:00,58.9,Books
75,8849,2022-09-15 00:00:00,214.25,Furniture
75,1411,2022-09-07 00:00:00,57.03,Clothing
75,4288,2022-12-31 00:00:00,238.78,Electronics
75,8415,2022-08-23 00:00:00,259.91,Books
76,9129,2022-03-11 00:00:00,470.61,Books
76,2649,2022-05-17 00:00:00,54.93,Books
76,4440,2022-10-16 00:00:00,287.15,Clothing
76,4957,2022-12-07 00:00:00,71.23,Clothing
77,8499,2022-06-13 00:00:00,253.82,Furniture
77,8522,2022-04-08 00:00:00,226.68,Clothing
77,6683,2022-03-01 00:00:00,256.72,Clothing
77,5491,2022-08-26 00:00:00,460.67,Clothing
77,9158,2022-06-09 00:00:00,12.77,Furniture
77,4605,2022-06-04 00:00:00,229.06,Clothing
77,1835,2022-12-04 00:00:00,239,Books
77,1993,2022-01-11 00:00:00,118.34,Books
78,9390,2022-04-16 00:00:00,377.08,Groceries
78,3718,2022-03-01 00:00:00,78.58,Clothing
78,9567,2022-03-28 00:00:00,361.23,Groceries
79,4934,2022-01-07 00:00:00,23.87,Books
79,5764,2022-12-14 00:00:00,463.19,Books
79,7515,2022-11-24 00:00:00,444.26,Furniture
80,7387,2022-04-05 00:00:00,110.82,Furniture
81,9239,2022-01-24 00:00:00,145.39,Furniture
81,2160,2022-05-22 00:00:00,340.38,Books
81,1810,2022-02-21 00:00:00,142.09,Furniture
81,9629,2022-03-04 00:00:00,494.59,Clothing
81,9280,2022-04-19 00:00:00,337.72,Groceries
81,6774,2022-08-31 00:00:00,481.02,Clothing
81,3129,2022-07-27 00:00:00,97.01,Groceries
81,6516,2022-02-08 00:00:00,143.57,Books
82,9019,2022-02-01 00:00:00,232.38,Clothing
83,2867,2022-01-08 00:00:00,233.29,Books
83,1430,2022-02-02 00:00:00,42.55,Groceries
83,6213,2022-03-16 00:00:00,458.03,Clothing
83,3353,2022-01-20 00:00:00,116.25,Groceries
83,2522,2022-10-15 00:00:00,404.4,Electronics
83,3834,2022-01-16 00:00:00,165.4,Clothing
84,1774,2022-09-01 00:00:00,220.53,Furniture
84,5955,2022-01-27 00:00:00,351.3,Furniture
84,8856,2022-12-15 00:00:00,273.85,Clothing
84,5187,2022-06-10 00:00:00,477.4,Groceries
84,6546,2022-11-05 00:00:00,222.83,Books
85,9312,2022-08-18 00:00:00,105.33,Groceries
85,8125,2022-12-06 00:00:00,64.14,Books
85,7750,2022-04-07 00:00:00,309.33,Clothing
85,7661,2022-07-03 00:00:00,368.18,Furniture
85,4417,2022-08-08 00:00:00,131.06,Books
85,2680,2022-08-19 00:00:00,224.81,Groceries
85,9192,2022-07-31 00:00:00,164.36,Groceries
85,5718,2022-10-22 00:00:00,125.27,Clothing
85,1911,2022-03-16 00:00:00,197.6,Furniture
86,1892,2022-07-26 00:00:00,9.19,Groceries
86,5332,2022-04-28 00:00:00,452.17,Groceries
86,4287,2022-12-02 00:00:00,144.41,Electronics
86,5646,2022-11-17 00:00:00,391.62,Clothing
86,9334,2022-03-11 00:00:00,275.83,Clothing
86,1240,2022-07-31 00:00:00,293.81,Clothing
86,5481,2022-05-16 00:00:00,107.63,Groceries
87,8438,2022-07-26 00:00:00,280.78,Furniture
87,2000,2022-12-26 00:00:00,48.02,Books
87,7552,2022-10-22 00:00:00,472.13,Electronics
87,5427,2022-08-30 00:00:00,462.52,Clothing
87,7002,2022-10-13 00:00:00,148.39,Clothing
88,5650,2022-01-27 00:00:00,224.36,Clothing
88,9564,2022-08-13 00:00:00,222.98,Groceries
89,9593,2022-03-16 00:00:00,463.89,Electronics
89,3460,2022-09-13 00:00:00,55.81,Groceries
89,3245,2022-06-22 00:00:00,276.11,Electronics
89,8790,2022-07-24 00:00:00,177.45,Groceries
89,6529,2022-03-06 00:00:00,168.1,Electronics
89,4484,2022-10-12 00:00:00,480.04,Clothing
89,6504,2022-04-19 00:00:00,330.59,Furniture
90,7223,2022-12-30 00:00:00,137.12,Books
90,4609,2022-11-13 00:00:00,271.07,Clothing
90,7590,2022-06-18 00:00:00,266.03,Furniture
90,8836,2022-08-14 00:00:00,433.71,Clothing
90,6301,2022-01-08 00:00:00,115.5,Groceries
90,6483,2022-04-11 00:00:00,6.53,Books
91,3645,2022-04-26 00:00:00,32.66,Electronics
91,5571,2022-07-25 00:00:00,179.38,Books
91,9908,2022-04-25 00:00:00,116.1,Clothing
91,7121,2022-10-28 00:00:00,384.82,Furniture
91,1751,2022-03-07 00:00:00,8.02,Furniture
91,7329,2022-08-20 00:00:00,32.98,Books
91,5521,2022-02-11 00:00:00,486.45,Books
91,4829,2022-04-12 00:00:00,80.42,Clothing
91,4349,2022-01-03 00:00:00,483.91,Groceries
92,2960,2022-09-20 00:00:00,287.91,Groceries
92,6694,2022-08-23 00:00:00,396.47,Groceries
92,1826,2022-12-09 00:00:00,432.99,Electronics
92,4395,2022-08-03 00:00:00,78.22,Groceries
92,1765,2022-09-24 00:00:00,187.74,Clothing
92,4098,2022-06-03 00:00:00,407.1,Furniture
92,2216,2022-10-17 00:00:00,74.37,Furniture
92,3484,2022-07-17 00:00:00,400.48,Books
93,4790,2022-10-11 00:00:00,43.8,Books
93,8953,2022-11-25 00:00:00,359.19,Groceries
93,4477,2022-12-10 00:00:00,182.01,Electronics
93,3635,2022-06-02 00:00:00,138.08,Groceries
93,4804,2022-11-18 00:00:00,124.99,Books
94,3096,2022-12-29 00:00:00,296.87,Furniture
94,9324,2022-05-04 00:00:00,386.49,Furniture
94,4576,2022-07-03 00:00:00,430.25,Electronics
95,6014,2022-02-09 00:00:00,123.78,Furniture
95,6092,2022-08-12 00:00:00,229.9,Groceries
95,8565,2022-11-07 00:00:00,323.59,Clothing
96,2071,2022-08-24 00:00:00,161.84,Electronics
97,8313,2022-09-11 00:00:00,398.53,Furniture
97,7627,2022-04-26 00:00:00,155.12,Furniture
98,3651,2022-01-14 00:00:00,134.58,Groceries
98,5912,2022-11-04 00:00:00,243.02,Electronics
98,9864,2022-06-22 00:00:00,286.81,Clothing
98,7806,2022-09-14 00:00:00,87.76,Books
98,7679,2022-11-11 00:00:00,141.59,Electronics
99,1228,2022-01-25 00:00:00,23.13,Books
99,3242,2022-05-17 00:00:00,475.22,Groceries
99,7564,2022-03-08 00:00:00,192.43,Clothing
99,6756,2022-10-08 00:00:00,147.43,Electronics
99,1300,2022-11-09 00:00:00,51.54,Groceries
100,4403,2022-12-27 00:00:00,370.31,Clothing
100,9315,2022-11-26 00:00:00,271.57,Groceries
100,5638,2022-02-17 00:00:00,453.32,Groceries
100,7453,2022-09-06 00:00:00,13.36,Clothing
101,2345,2022-06-08 00:00:00,492.35,Groceries
102,7281,2022-03-09 00:00:00,132.38,Clothing
102,5234,2022-02-17 00:00:00,413.93,Electronics
102,7534,2022-11-23 00:00:00,119.17,Furniture
102,2307,2022-10-22 00:00:00,481.44,Groceries
102,5515,2022-11-24 00:00:00,455.56,Electronics
102,4651,2022-12-30 00:00:00,427.48,Groceries
103,5405,2022-10-20 00:00:00,436.92,Clothing
103,6032,2022-07-31 00:00:00,469.32,Furniture
103,4436,2022-01-01 00:00:00,230.4,Electronics
103,3245,2022-05-24 00:00:00,88.35,Books
103,2313,2022-02-02 00:00:00,149.95,Electronics
103,3079,2022-03-22 00:00:00,306.25,Furniture
103,5276,2022-03-09 00:00:00,244.38,Furniture
103,1470,2022-06-23 00:00:00,303.76,Clothing
103,5560,2022-12-20 00:00:00,68.4,Books
104,3870,2022-12-19 00:00:00,128.84,Electronics
104,5785,2022-12-08 00:00:00,407.66,Clothing
104,5032,2022-10-21 00:00:00,125.87,Electronics
104,3038,2022-02-11 00:00:00,127.1,Electronics
104,9209,2022-01-27 00:00:00,483.57,Groceries
104,6432,2022-03-15 00:00:00,468.59,Electronics
104,3713,2022-04-25 00:00:00,124.52,Furniture
104,6388,2022-05-11 00:00:00,397.53,Electronics
104,3067,2022-06-13 00:00:00,403.16,Clothing
105,2659,2022-01-31 00:00:00,289.24,Furniture
105,2049,2022-11-02 00:00:00,121.88,Clothing
105,9271,2022-11-10 00:00:00,444.57,Furniture
105,2777,2022-08-05 00:00:00,281.05,Groceries
105,4791,2022-08-11 00:00:00,366.4,Groceries
105,4838,2022-05-18 00:00:00,74.68,Furniture
105,7601,2022-09-30 00:00:00,242.17,Clothing
105,5648,2022-12-20 00:00:00,43.61,Furniture
